evidence_edge_id,meaning_id,symbol,event_type,economic_dimension,direction,edge_state,source_reliability_score,event_prior_score,freshness_decay_score,evidence_completeness_score,contradiction_penalty,confidence_static_weight,calibrated_probability,edge_weight,critical_blocker_flags,noncritical_gap_flags,reason_codes
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-05-08|CONT-0014|000005|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-05-08|CONT-0014|000005|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-05-08|CONT-0014;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-06-14|CONT-0015;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000002|REDUCE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000002|REDUCE,NVDA,canonical_source_event_reduce,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-06-14|CONT-0015;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000003|ADD,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000003|ADD,NVDA,canonical_source_event_add,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-06-14|CONT-0015;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000004|SCALE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000004|SCALE,NVDA,canonical_source_event_scale,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-06-14|CONT-0015;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000005|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-06-14|CONT-0015|000005|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-06-14|CONT-0015;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-10-11|CONT-0016|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-10-11|CONT-0016|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-10-11|CONT-0016;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-10-11|CONT-0016|000002|REDUCE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-10-11|CONT-0016|000002|REDUCE,NVDA,canonical_source_event_reduce,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-10-11|CONT-0016;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-10-11|CONT-0016|000003|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-10-11|CONT-0016|000003|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-10-11|CONT-0016;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-11-10|CONT-0017;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000002|ADD,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000002|ADD,NVDA,canonical_source_event_add,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-11-10|CONT-0017;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000003|REDUCE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000003|REDUCE,NVDA,canonical_source_event_reduce,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-11-10|CONT-0017;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000004|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2023-11-10|CONT-0017|000004|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2023-11-10|CONT-0017;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-01-08|CONT-0018;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000002|ADD,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000002|ADD,NVDA,canonical_source_event_add,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-01-08|CONT-0018;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000003|SCALE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000003|SCALE,NVDA,canonical_source_event_scale,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-01-08|CONT-0018;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000004|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-01-08|CONT-0018|000004|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-01-08|CONT-0018;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-07|CONT-0019;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000002|ADD,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000002|ADD,NVDA,canonical_source_event_add,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-07|CONT-0019;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000003|REDUCE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000003|REDUCE,NVDA,canonical_source_event_reduce,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-07|CONT-0019;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000004|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-07|CONT-0019|000004|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-07|CONT-0019;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-22|CONT-0020;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000002|ADD,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000002|ADD,NVDA,canonical_source_event_add,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-22|CONT-0020;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000003|SCALE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000003|SCALE,NVDA,canonical_source_event_scale,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-22|CONT-0020;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000004|REDUCE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000004|REDUCE,NVDA,canonical_source_event_reduce,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-22|CONT-0020;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000005|EXIT,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-02-22|CONT-0020|000005|EXIT,NVDA,canonical_source_event_exit,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-02-22|CONT-0020;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-05-06|CONT-0021|000001|ENTRY,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-05-06|CONT-0021|000001|ENTRY,NVDA,canonical_source_event_entry,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-05-06|CONT-0021;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-05-06|CONT-0021|000002|ADD,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-05-06|CONT-0021|000002|ADD,NVDA,canonical_source_event_add,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-05-06|CONT-0021;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
l3_edge:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-05-06|CONT-0021|000003|SCALE,l3v2:canonical_source_event:CANONICAL|LIFECYCLE|NVDA|2024-05-06|CONT-0021|000003|SCALE,NVDA,canonical_source_event_scale,EXECUTION,NEUTRAL,CONTEXT,0.25,0.5,1.0,1.0,0.0,0.35,,0.04375,,MISSING_FRESHNESS_CERTIFICATION;UNCERTIFIED_SOURCE,CANONICAL_SOURCE_EVENT_REBUILD;TASK742_HISTORICAL_PACKET_UNRECOVERABLE;NOT_TASK742_GOLDEN_REPLAY;EXECUTION_CONTEXT_NOT_ECONOMIC_THESIS_SIGNAL;STATIC_CONFIDENCE_NOT_PROBABILITY;DIAGNOSTIC_REVIEW_ONLY;LIFECYCLE_ID_LIFECYCLE|NVDA|2024-05-06|CONT-0021;GAP_MISSING_FRESHNESS_CERTIFICATION;GAP_UNCERTIFIED_SOURCE
