report_dir,relative_path,source_path,target_path,artifact_class,size_bytes,archive_state,migration_action,reference_count,references,directory_reference_count,directory_references
task_399_intraday_universe_history_expansion,task_391_expanded/split_reinforcement_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_reinforcement_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_reinforcement_quality.csv,small_table,1364,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/split_theme_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_theme_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_theme_quality.csv,small_table,5450,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/task_391_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_decision.csv,decision,428,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_391_expanded/task_391_intraday_canonical_oos_validation.md,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_intraday_canonical_oos_validation.md,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_intraday_canonical_oos_validation.md,report,2612,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/daily_regime_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/daily_regime_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/daily_regime_panel.csv,small_table,1625320,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/lifecycle_regime_panel.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/lifecycle_regime_panel.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/lifecycle_regime_panel.csv.migrated.txt,other,436,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/regime_reduce_weakening_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reduce_weakening_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reduce_weakening_quality.csv,small_table,5379,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/regime_reinforcement_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reinforcement_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reinforcement_quality.csv,small_table,7254,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/task_392_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_decision.csv,decision,562,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/task_392_macro_vol_theme_regime_overlay.md,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_macro_vol_theme_regime_overlay.md,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_macro_vol_theme_regime_overlay.md,report,13407,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/theme_regime_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/theme_regime_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/theme_regime_quality.csv,small_table,17335,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_392_expanded/transition_regime_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/transition_regime_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/transition_regime_quality.csv,small_table,11428,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/detectability_alignment_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/detectability_alignment_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/detectability_alignment_audit.csv,small_table,360,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_gate_split_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_split_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_split_quality.csv,small_table,2404,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_gate_validation_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_validation_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_validation_audit.csv,small_table,696,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_leakage_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_leakage_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_leakage_audit.csv,small_table,252,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_lifecycle_regime_panel.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_lifecycle_regime_panel.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_lifecycle_regime_panel.csv.migrated.txt,other,462,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_timestamp_regime_panel.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv.migrated.txt,other,462,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/task_395_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_decision.csv,decision,798,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_395_expanded/task_395_forward_live_regime_detectability.md,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_forward_live_regime_detectability.md,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_forward_live_regime_detectability.md,report,2544,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/capital_exposure_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/capital_exposure_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/capital_exposure_audit.csv,small_table,546,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_lifecycle_panel.csv.migrated.txt,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv.migrated.txt,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv.migrated.txt,other,456,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_policy_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_policy_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_policy_quality.csv,small_table,1339,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_split_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_split_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_split_quality.csv,small_table,4158,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_transition_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_transition_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_transition_quality.csv,small_table,9244,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/cost_model_assumptions.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_model_assumptions.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_model_assumptions.csv,small_table,360,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/forward_live_degradation_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/forward_live_degradation_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/forward_live_degradation_audit.csv,small_table,682,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/task_396_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_decision.csv,decision,813,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_396_expanded/task_396_forward_live_cost_constrained_validation.md,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_forward_live_cost_constrained_validation.md,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_forward_live_cost_constrained_validation.md,report,7049,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_feature_bins.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_feature_bins.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_feature_bins.csv,small_table,56402,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_filter_candidate_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_filter_candidate_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_filter_candidate_audit.csv,small_table,750,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_group_summary.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_group_summary.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_group_summary.csv,small_table,2068,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_lifecycle_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_lifecycle_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_lifecycle_panel.csv,large_panel,15792388,archive_candidate,skip_referenced,5,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_symbol_theme_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_symbol_theme_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_symbol_theme_audit.csv,small_table,259816,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_time_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_time_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_time_audit.csv,small_table,116776,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
task_399_intraday_universe_history_expansion,task_397_expanded/task_397_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/task_397_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/task_397_decision.csv,decision,539,archive_candidate,keep_small_or_report_artifact,0,,8,src/backtest/build_decision_labelability_audit_402r.py|src/backtest/build_forward_live_canonical_multifactor_decision_layer_401.py|src/backtest/build_forward_live_entry_quality_filter_discovery_400.py|src/backtest/build_intraday_universe_history_expansion_399.py|src/backtest/build_multi_archetype_continuation_portfolio_discovery_403.py|src/backtest/build_multifactor_continuation_state_discovery_402.py|src/backtest/build_refined_archetype_portfolio_rebuild_405.py|tasks/archive_candidate_registry.csv
